Date,Open,High,Low,Close,Adj Close,Volume
2020-06-05,179.0,184.72000122070312,177.5050048828125,184.27999877929688,184.27999877929688,1157700
2020-06-08,183.5,187.4600067138672,180.5,187.3000030517578,187.3000030517578,1202100
2020-06-09,187.7899932861328,194.58999633789062,186.1199951171875,191.30999755859375,191.30999755859375,1582800
2020-06-10,192.85000610351562,197.27699279785156,187.10000610351562,189.39999389648438,189.39999389648438,2112100
2020-06-11,184.5,186.9199981689453,177.2100067138672,178.67999267578125,178.67999267578125,1728800
2020-06-12,183.86000061035156,185.5399932861328,177.80999755859375,180.07000732421875,180.07000732421875,907600
2020-06-15,178.22999572753906,188.80999755859375,177.27000427246094,187.8800048828125,187.8800048828125,1396100
2020-06-16,190.4199981689453,190.9199981689453,183.16000366210938,185.47999572753906,185.47999572753906,1061100
2020-06-17,187.0,199.99000549316406,186.35000610351562,199.8300018310547,199.8300018310547,3151700
2020-06-18,209.7899932861328,229.5399932861328,206.5399932861328,225.27999877929688,225.27999877929688,12353200
2020-06-19,234.5,242.25,228.7100067138672,231.2899932861328,231.2899932861328,12863200
2020-06-22,228.3300018310547,238.25999450683594,227.07000732421875,236.05999755859375,236.05999755859375,6346100
2020-06-23,242.41000366210938,257.2300109863281,240.5,241.75999450683594,241.75999450683594,8055100
2020-06-24,242.67999267578125,247.60699462890625,235.11000061035156,242.86000061035156,242.86000061035156,4949700
2020-06-25,241.9199981689453,268.29998779296875,241.4499969482422,267.4700012207031,267.4700012207031,8578300
2020-06-26,266.6000061035156,271.7099914550781,254.85000610351562,264.95001220703125,264.95001220703125,6497100
2020-06-29,257.3699951171875,270.989990234375,255.55999755859375,265.1400146484375,265.1400146484375,4766700
2020-06-30,263.3399963378906,265.7799987792969,253.63999938964844,258.19000244140625,258.19000244140625,3515200
2020-07-01,256.0,261.0899963378906,254.32000732421875,258.8999938964844,258.8999938964844,3404200
2020-07-02,264.5,274.29998779296875,263.2080078125,271.489990234375,271.489990234375,4247000
2020-07-06,269.79998779296875,272.6700134277344,257.510009765625,260.260009765625,260.260009765625,5167600
2020-07-07,260.1000061035156,267.75,255.50100708007812,261.989990234375,261.989990234375,2283600
2020-07-08,266.57000732421875,277.614990234375,262.70001220703125,269.260009765625,269.260009765625,3787800
2020-07-09,272.7699890136719,279.760009765625,268.67999267578125,274.7900085449219,274.7900085449219,2640400
2020-07-10,275.45001220703125,278.92999267578125,273.5199890136719,278.239990234375,278.239990234375,1772300
2020-07-13,281.3999938964844,285.3999938964844,258.010009765625,261.19000244140625,261.19000244140625,2834600
2020-07-14,246.30999755859375,262.8999938964844,243.11000061035156,262.79998779296875,262.79998779296875,3861300
2020-07-15,265.0,265.7200012207031,254.0,258.5,258.5,1779400
2020-07-16,259.2699890136719,272.3500061035156,258.2699890136719,268.67999267578125,268.67999267578125,2794400
2020-07-17,267.0799865722656,269.0400085449219,261.7200012207031,263.2300109863281,263.2300109863281,1658000
2020-07-20,265.5299987792969,292.760009765625,265.20001220703125,291.19000244140625,291.19000244140625,4110500
2020-07-21,288.4100036621094,289.8139953613281,276.30999755859375,276.3800048828125,276.3800048828125,2548200
2020-07-22,290.6700134277344,299.6700134277344,286.92999267578125,289.6199951171875,289.6199951171875,5062900
2020-07-23,287.54998779296875,288.989990234375,266.9599914550781,267.5400085449219,267.5400085449219,2812900
2020-07-24,266.1700134277344,270.81500244140625,257.0299987792969,268.739990234375,268.739990234375,2406600
2020-07-27,275.75,275.75,269.20001220703125,272.5,272.5,1562100
2020-07-28,270.0,275.8500061035156,266.8599853515625,267.1199951171875,267.1199951171875,1860900
2020-07-29,254.8800048828125,268.5849914550781,251.02000427246094,262.2099914550781,262.2099914550781,3970600
2020-07-30,252.0,264.32000732421875,251.8300018310547,261.7900085449219,261.7900085449219,2667400
2020-07-31,264.6300048828125,265.07501220703125,255.08999633789062,257.82000732421875,257.82000732421875,1809700
2020-08-03,259.0,259.79998779296875,251.50999450683594,254.42999267578125,254.42999267578125,1829800
2020-08-04,256.9599914550781,259.1919860839844,250.00999450683594,250.02000427246094,250.02000427246094,1707200
2020-08-05,249.83999633789062,251.97999572753906,246.0,249.25,249.25,1649400
2020-08-06,252.52999877929688,256.3599853515625,249.5,255.32000732421875,255.32000732421875,1341300
2020-08-07,256.0199890136719,256.19000244140625,248.6280059814453,252.1199951171875,252.1199951171875,1239200
2020-08-10,251.49000549316406,252.9499969482422,241.27000427246094,248.99000549316406,248.99000549316406,1389600
2020-08-11,246.61000061035156,262.1400146484375,243.51100158691406,253.72000122070312,253.72000122070312,2621000
2020-08-12,255.36000061035156,265.9700012207031,251.69000244140625,253.2899932861328,253.2899932861328,2030100
2020-08-13,249.4199981689453,254.69000244140625,247.3000030517578,253.66000366210938,253.66000366210938,1388600
2020-08-14,255.97999572753906,258.5899963378906,249.66000366210938,251.32000732421875,251.32000732421875,983900
2020-08-17,254.30999755859375,260.9800109863281,250.86000061035156,259.9100036621094,259.9100036621094,1345400
2020-08-18,258.9599914550781,260.6700134277344,253.6199951171875,256.79998779296875,256.79998779296875,989100
2020-08-19,259.9800109863281,264.5,256.9200134277344,261.7200012207031,261.7200012207031,1372000
2020-08-20,260.0,270.8900146484375,258.63800048828125,269.3299865722656,269.3299865722656,1730700
2020-08-21,271.0299987792969,276.87701416015625,268.6300048828125,270.9800109863281,270.9800109863281,1612100
2020-08-24,276.80999755859375,279.239990234375,266.1080017089844,269.1300048828125,269.1300048828125,1250000
2020-08-25,267.7799987792969,269.2699890136719,257.4800109863281,268.69000244140625,268.69000244140625,1266000
2020-08-26,268.760009765625,280.0,268.760009765625,278.2900085449219,278.2900085449219,1314400
2020-08-27,278.9800109863281,278.989990234375,268.1400146484375,272.010009765625,272.010009765625,1243900
2020-08-28,276.1000061035156,284.614990234375,274.05999755859375,279.3599853515625,279.3599853515625,1378000
2020-08-31,280.2799987792969,284.90899658203125,278.8299865722656,282.1600036621094,282.1600036621094,882100
2020-09-01,284.6499938964844,293.0,282.0899963378906,291.75,291.75,1233300
2020-09-02,291.8500061035156,294.6700134277344,266.0799865722656,276.2900085449219,276.2900085449219,2455700
2020-09-03,268.0,274.9700012207031,258.69000244140625,261.6600036621094,261.6600036621094,1845500
2020-09-04,259.30999755859375,260.44000244140625,238.66000366210938,248.2100067138672,248.2100067138672,2062800
2020-09-08,240.66000366210938,247.33999633789062,237.11900329589844,240.02000427246094,240.02000427246094,1469800
2020-09-09,247.99000549316406,250.9600067138672,243.0050048828125,244.92999267578125,244.92999267578125,1057100
2020-09-10,260.0299987792969,265.88800048828125,247.35000610351562,247.77999877929688,247.77999877929688,3026300
2020-09-11,249.63999938964844,251.4499969482422,237.50999450683594,241.60000610351562,241.60000610351562,1371600
2020-09-14,246.25999450683594,248.07000732421875,238.3300018310547,238.5500030517578,238.5500030517578,1185700
2020-09-15,242.5,244.58999633789062,237.00999450683594,237.91000366210938,237.91000366210938,1232700
2020-09-16,232.0,241.11000061035156,220.6999969482422,234.85000610351562,234.85000610351562,5339100
2020-09-17,230.82000732421875,238.99000549316406,228.00999450683594,234.30999755859375,234.30999755859375,1913600
2020-09-18,235.17999267578125,237.19000244140625,229.9250030517578,233.88999938964844,233.88999938964844,1298000
2020-09-21,232.0,240.0,230.1280059814453,239.33999633789062,239.33999633789062,998300
2020-09-22,239.24000549316406,241.77000427246094,234.02000427246094,241.00999450683594,241.00999450683594,1539600
2020-09-23,241.9600067138672,244.83999633789062,234.57000732421875,235.0500030517578,235.0500030517578,1142100
2020-09-24,233.0,234.6999969482422,225.17999267578125,231.25999450683594,231.25999450683594,1451300
2020-09-25,233.97999572753906,236.33999633789062,229.47000122070312,235.97999572753906,235.97999572753906,770800
2020-09-28,243.0,243.99000549316406,233.49000549316406,236.4199981689453,236.4199981689453,937900
2020-09-29,237.38999938964844,244.3300018310547,234.63999938964844,242.4499969482422,242.4499969482422,1213600
2020-09-30,244.0,246.4669952392578,240.60000610351562,242.57000732421875,242.57000732421875,1131800
2020-10-01,244.52000427246094,250.75,243.96499633789062,250.19000244140625,250.19000244140625,1051500
2020-10-02,244.07000732421875,249.32000732421875,240.17999267578125,240.27999877929688,240.27999877929688,1043800
2020-10-05,244.10000610351562,252.11000061035156,241.27099609375,251.3699951171875,251.3699951171875,964300
2020-10-06,249.67999267578125,255.6999969482422,247.14999389648438,248.5399932861328,248.5399932861328,932600
2020-10-07,251.6999969482422,253.25,246.74000549316406,251.50999450683594,251.50999450683594,616700
2020-10-08,254.6300048828125,254.89999389648438,247.67999267578125,249.8000030517578,249.8000030517578,765600
2020-10-09,249.6699981689453,252.88600158691406,248.052001953125,250.0,250.0,617300
2020-10-12,252.1300048828125,253.6199951171875,248.2100067138672,251.44000244140625,251.44000244140625,937600
2020-10-13,254.0,268.25,252.82000732421875,266.95001220703125,266.95001220703125,1591600
2020-10-14,268.8599853515625,269.0,257.1700134277344,257.6199951171875,257.6199951171875,989600
2020-10-15,253.97000122070312,261.8699951171875,250.6300048828125,261.54998779296875,261.54998779296875,904000
2020-10-16,263.989990234375,268.25,262.1499938964844,262.54998779296875,262.54998779296875,1038300
2020-10-19,263.1700134277344,267.489990234375,259.7650146484375,261.010009765625,261.010009765625,818800
2020-10-20,260.0400085449219,263.7179870605469,257.32000732421875,260.95001220703125,260.95001220703125,904200
2020-10-21,262.1499938964844,273.57501220703125,260.6300048828125,271.32000732421875,271.32000732421875,1359500
2020-10-22,269.5400085449219,274.0,266.1820068359375,271.8800048828125,271.8800048828125,1216200
2020-10-23,270.3800048828125,284.12799072265625,270.3800048828125,283.489990234375,283.489990234375,1349800
2020-10-26,280.2300109863281,286.54998779296875,280.0,284.9599914550781,284.9599914550781,1921300
2020-10-27,286.739990234375,292.7900085449219,285.0,287.45001220703125,287.45001220703125,1778000
2020-10-28,281.42999267578125,284.6400146484375,273.3599853515625,276.1400146484375,276.1400146484375,2257900
2020-10-29,260.0,268.55999755859375,248.25999450683594,266.8699951171875,266.8699951171875,5508200
2020-10-30,263.7099914550781,265.5299987792969,235.8800048828125,239.88999938964844,239.88999938964844,3520500
2020-11-02,240.00999450683594,240.7899932861328,228.11000061035156,231.60000610351562,231.60000610351562,2282200
2020-11-03,236.0,241.35000610351562,232.86599731445312,236.52999877929688,236.52999877929688,1418500
2020-11-04,245.0,246.9499969482422,238.0,239.27999877929688,239.27999877929688,1907000
2020-11-05,247.72000122070312,257.7699890136719,239.60000610351562,256.3800048828125,256.3800048828125,2180600
2020-11-06,257.5,276.489990234375,255.74000549316406,276.1000061035156,276.1000061035156,2161200
2020-11-09,258.0,284.1099853515625,257.17999267578125,274.20001220703125,274.20001220703125,2060100
2020-11-10,272.55999755859375,273.57501220703125,248.02000427246094,249.99000549316406,249.99000549316406,2371400
2020-11-11,253.0,264.54998779296875,252.30999755859375,261.0400085449219,261.0400085449219,1183800
2020-11-12,261.2900085449219,267.6600036621094,256.80999755859375,258.69000244140625,258.69000244140625,890600
2020-11-13,260.5,262.1199951171875,251.89999389648438,253.5,253.5,861600
2020-11-16,252.85000610351562,256.04998779296875,245.30999755859375,245.85000610351562,245.85000610351562,1438100
2020-11-17,247.4499969482422,251.25999450683594,244.61000061035156,250.44000244140625,250.44000244140625,822800
2020-11-18,251.25,255.66000366210938,246.6199951171875,253.02000427246094,253.02000427246094,979100
2020-11-19,252.92999267578125,254.94000244140625,247.5500030517578,249.94000244140625,249.94000244140625,1372700
2020-11-20,251.82000732421875,262.8999938964844,250.27999877929688,260.0,260.0,1057000
2020-11-23,260.010009765625,270.7799987792969,260.010009765625,268.8599853515625,268.8599853515625,947300
2020-11-24,267.9100036621094,274.19000244140625,266.5,270.1400146484375,270.1400146484375,826900
2020-11-25,269.0,274.7200012207031,268.0199890136719,270.0899963378906,270.0899963378906,720600
2020-11-27,269.4599914550781,277.7799987792969,267.3299865722656,277.6199951171875,277.6199951171875,774200
2020-11-30,277.0,291.7200012207031,272.10198974609375,291.3699951171875,291.3699951171875,1800200
2020-12-01,291.0400085449219,292.010009765625,282.239990234375,284.989990234375,284.989990234375,1227100
2020-12-02,283.2300109863281,330.8699951171875,281.19000244140625,320.8900146484375,320.8900146484375,8178500
2020-12-03,317.5,332.0,314.5,316.42999267578125,316.42999267578125,2420000
2020-12-04,317.2900085449219,323.8080139160156,315.67999267578125,319.7699890136719,319.7699890136719,1979300
2020-12-07,319.79998779296875,342.3599853515625,319.0,342.0,342.0,2287600
2020-12-08,337.0,342.9200134277344,330.2850036621094,332.8599853515625,332.8599853515625,1620600
2020-12-09,337.2799987792969,338.21600341796875,324.5350036621094,332.45001220703125,332.45001220703125,1682200
